Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit
404.0,17715453.0,5.0,2.0,5.0,10.0,3.0,1.0,1.0,2.0,2.0,2,4,1.0,,,869.0,829.0,945.0,708.0,353.0,249.0,251.0,214.0,305.0,436.0,303.0,,,215.59,584.11,1040.14,700.5,99.71,111.33,145.8,389.64,420.06,228.03,427.1,602.8,764.71,975.65,936.13,815.33,635.58,673.25,672.1,388.2
405.0,17696985.0,5.0,5.0,5.0,11.0,3.0,1.0,0.0,1.0,2.0,1,2,0.0,,,350.0,369.0,369.0,331.0,211.0,145.0,151.0,141.0,293.0,333.0,371.0,331.0,,,,,,,,,,73.72,159.42,277.26,266.17,325.18,338.1,373.84,363.99,368.38,350.87,268.41,160.77
406.0,17686456.0,5.0,7.0,5.0,12.0,2.0,1.0,1.0,2.0,2.0,1,5,1.0,,,707.0,523.0,179.0,331.0,269.0,280.0,309.0,272.0,360.0,663.0,687.0,319.0,,,344.84,714.77,552.62,503.14,485.12,408.46,317.35,367.55,330.31,431.75,681.66,567.02,740.49,759.3,822.91,681.08,499.76,423.71,133.3
407.0,17842194.0,4.0,4.0,4.0,12.0,2.0,1.0,2.0,2.0,1.0,2,1,1.0,,,,,,,,224.0,71.0,34.0,414.0,593.0,710.0,622.0,,,,349.09,1072.79,2097.06,766.01,534.51,232.81,157.49,280.58,497.97,732.19,1114.67,1171.56,1412.97,1028.72,1245.38,1039.88,861.36,386.72
408.0,17809614.0,4.0,4.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,1,0,0.0,,,729.0,805.0,670.0,67.0,62.0,38.0,62.0,43.0,37.0,,,,551.99,492.05,522.52,486.67,594.18,473.57,372.6,280.08,253.83,189.61,174.93,292.05,542.82,397.65,403.67,492.64,721.93,531.79,499.63,345.64,240.61
409.0,17813580.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,176.0,198.0,229.0,201.0,133.0,86.0,58.0,37.0,,,,,189.45,187.15,162.07,157.03,180.85,179.79,155.35,80.61,69.63,60.27,63.71,94.03,86.75,84.25,68.46,79.45,64.12,73.81,90.27,1.46,3.9
410.0,17795254.0,5.0,4.0,5.0,9.0,1.0,1.0,0.0,2.0,0.0,1,1,0.0,,,1461.0,1567.0,1327.0,1071.0,521.0,291.0,295.0,286.0,695.0,891.0,597.0,616.0,,,,,,,,615.83,386.83,355.23,383.69,631.67,1017.0,1025.93,1071.61,734.99,744.8,805.05,691.65,478.59,440.27
411.0,17805170.0,3.0,3.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,1,0,0.0,,,376.0,360.0,483.0,452.0,326.0,233.0,199.0,193.0,361.0,473.0,368.0,156.0,,,136.43,292.44,265.68,246.46,224.4,161.4,119.94,86.15,145.59,276.55,322.47,364.8,373.08,348.0,362.51,390.77,270.24,208.28,235.02
412.0,17839048.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,10.0,79.0,77.0,75.0,244.0,476.0,622.0,389.0,,,78.11,641.34,508.34,494.46,417.29,269.83,174.62,118.83,103.24,212.7,763.16,306.0,317.56,249.37,269.22,272.11,253.71,219.69,173.7
413.0,17848615.0,4.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,,,,,110.0,231.0,,,,326.12,294.36,349.25,333.66,356.57,357.45,406.24,338.34,317.32,347.1,350.76,435.49,393.8,374.5,377.95,376.85,333.2,352.54
414.0,17807923.0,4.0,3.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1,1,1.0,,,614.0,572.0,594.0,577.0,318.0,250.0,267.0,250.0,363.0,498.0,379.0,,,196.7,441.46,636.41,564.55,487.43,476.76,313.81,252.09,317.25,307.21,359.49,705.22,557.3,744.71,731.92,573.63,625.07,545.72,415.51,310.34
415.0,17842457.0,3.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,1046.0,420.0,540.0,789.0,820.0,542.0,,,194.43,624.64,537.09,640.4,577.31,451.15,309.79,86.12,120.5,244.77,195.16,205.15,230.99,190.21,264.31,271.6,314.84,240.73,93.97
416.0,17815572.0,3.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,40.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,67.0,160.0,101.0,5.0,,,162.05,5.8,206.55,226.24,4.29,0.34,2.61,6.79,59.03,149.8,95.21,112.7,167.32,190.63,216.03,213.96,192.02,138.07,56.45
417.0,17792048.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,125.0,108.0,132.0,103.0,82.0,72.0,69.0,60.0,95.0,115.0,160.0,104.0,,,,205.11,189.22,177.92,218.17,212.16,227.02,166.04,115.18,112.07,78.06,60.63,65.55,142.04,136.06,117.09,113.1,105.96,102.79
418.0,17831644.0,4.0,4.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,496.0,625.0,586.0,516.0,457.0,279.0,315.0,286.0,389.0,407.0,515.0,391.0,,,88.87,457.38,451.8,464.03,464.77,419.29,430.34,378.55,358.45,443.9,386.4,431.31,467.17,445.88,502.88,464.95,453.4,206.03,195.63
419.0,17831042.0,3.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,106.0,143.0,180.0,160.0,142.0,141.0,144.0,136.0,148.0,138.0,157.0,120.0,,,48.08,152.56,163.94,184.32,120.31,109.33,120.95,137.03,108.38,107.39,150.62,135.35,190.48,163.85,120.87,185.11,124.49,116.53,138.84
420.0,17807779.0,3.0,3.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,443.0,482.0,508.0,541.0,417.0,242.0,263.0,281.0,510.0,112.0,,,,828.82,542.99,463.6,487.42,521.22,495.01,395.64,329.07,231.31,193.37,329.22,322.2,441.63,473.95,510.91,529.76,555.64,567.39,338.25,184.36
421.0,17805594.0,3.0,3.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,1,0,0.0,,,189.0,164.0,203.0,298.0,236.0,177.0,154.0,164.0,250.0,378.0,235.0,316.0,,,84.13,429.11,575.97,492.98,412.08,210.13,183.1,200.83,177.45,253.53,455.02,420.14,457.98,370.44,394.42,493.03,340.72,221.85,230.01
422.0,17843332.0,2.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,,,,,,,10.0,20.0,126.0,0.0,,,,234.99,132.58,134.53,143.83,115.23,108.48,84.97,81.72,78.5,79.93,100.83,116.09,124.15,126.89,130.06,126.22,130.85,132.06,92.98,86.52
423.0,17813932.0,3.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,380.0,378.0,432.0,357.0,265.0,228.0,246.0,117.0,,,,,379.23,418.96,367.41,493.02,483.71,424.77,387.71,284.44,272.58,272.96,258.97,334.06,457.53,395.99,447.72,436.16,378.26,420.9,319.45,236.98,224.35
424.0,17819486.0,4.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,286.0,315.0,288.0,264.0,213.0,272.0,394.0,427.0,355.0,365.0,439.0,206.0,,,172.0,417.44,1520.07,792.03,641.87,319.91,335.35,344.38,306.01,373.49,411.62,387.65,387.4,404.17,373.75,423.66,384.03,325.06,309.12
425.0,17845911.0,4.0,4.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,,,,,,,,200.0,317.0,381.0,278.0,,,63.82,323.97,300.14,339.61,370.66,377.02,159.18,139.99,135.62,153.96,314.63,548.68,646.23,,289.93,299.59,570.22,0.19,81.85,49.1
426.0,17802265.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,276.0,278.0,317.0,269.0,145.0,102.0,114.0,107.0,248.0,196.0,,,,319.5,250.81,312.95,340.09,304.23,226.9,173.51,149.76,134.64,201.28,298.38,427.85,355.56,384.61,333.43,315.5,294.01,189.59,162.73,117.21
427.0,17808442.0,3.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,229.0,256.0,257.0,166.0,141.0,94.0,69.0,65.0,160.0,207.0,134.0,,,,385.27,219.28,233.79,261.29,229.7,161.11,119.12,65.45,83.82,149.82,291.82,249.28,329.75,281.32,205.96,251.2,187.99,135.35,62.95
428.0,17841139.0,4.0,3.0,5.0,9.0,1.0,0.0,1.0,1.0,1.0,1,1,0.0,,,,,,0.0,0.0,0.0,159.0,275.0,305.0,375.0,560.0,89.0,,,448.94,617.89,569.27,539.73,436.56,307.63,293.82,278.65,254.37,352.25,569.12,503.49,507.95,557.32,506.61,532.88,468.12,388.99,289.68
429.0,17800201.0,2.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,114.0,139.0,171.0,151.0,122.0,94.0,98.0,92.0,133.0,168.0,59.0,,,123.63,162.51,167.93,186.34,232.69,162.64,184.31,138.45,205.97,107.85,136.6,281.86,223.37,213.36,215.25,247.16,258.57,205.64,167.66,127.68
430.0,17831095.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,,,28.68,4.57,1.53,1.11,3.61,0.95,3.62,8.52,1.62,0.72,18.45,2.74,12.35,8.17,4.77,9.55,10.14,14.41,15.97
431.0,17800184.0,3.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,,,700.0,608.0,480.0,351.0,474.0,361.0,421.0,404.0,595.0,785.0,317.0,,,580.08,683.38,824.93,746.37,630.11,618.81,499.7,429.41,381.09,396.04,446.66,118.27,130.21,119.22,119.31,170.23,167.32,110.93,90.49,95.07
432.0,17845428.0,4.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,,183.0,329.0,508.0,473.0,79.0,,,130.42,436.92,796.21,469.43,427.01,253.9,133.37,107.39,146.34,285.29,550.45,480.61,574.0,565.32,345.25,215.14,346.92,182.29,94.67
433.0,17805503.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,130.0,193.0,206.0,234.0,131.0,87.0,35.0,35.0,78.0,86.0,87.0,50.0,,,,,,,,,729.13,25.8,45.27,95.09,57.53,78.99,71.29,103.89,89.81,96.78,84.21,46.08,32.75
434.0,17841891.0,3.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,0.0,1.0,0.0,0.0,199.0,220.0,,,,408.32,316.06,316.59,310.3,311.95,256.8,221.96,203.01,208.79,281.27,330.69,295.0,332.04,357.95,363.2,394.88,311.93,264.48,236.49
435.0,17788069.0,4.0,4.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,332.0,314.0,442.0,477.0,292.0,235.0,260.0,244.0,348.0,477.0,605.0,36.0,,,547.47,593.87,470.53,442.68,352.91,276.14,251.97,210.8,215.52,296.04,541.71,513.06,681.68,576.4,468.27,578.93,423.39,282.47,190.69
436.0,17838459.0,4.0,5.0,5.0,11.0,1.0,0.0,1.0,2.0,1.0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,160.0,126.0,14.0,,,,632.84,641.51,516.51,437.12,251.04,258.91,248.54,248.19,412.29,759.26,659.69,707.41,618.8,579.89,640.29,560.4,369.92,271.49
437.0,17832322.0,4.0,4.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,1045.0,1420.0,1005.0,847.0,417.0,256.0,323.0,287.0,443.0,648.0,913.0,553.0,,,288.03,1162.4,1318.16,579.48,450.79,119.87,121.24,127.38,167.54,224.12,504.69,520.39,851.8,1058.39,967.56,358.73,423.4,490.21,204.22
438.0,17821933.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,137.0,158.0,158.0,119.0,80.0,65.0,78.0,63.0,63.0,79.0,106.0,,,,72.05,98.03,96.79,105.08,72.98,65.55,67.38,58.9,50.42,57.81,133.48,83.78,120.27,98.46,90.49,74.54,76.4,58.15,45.51
439.0,17809851.0,4.0,4.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,1,1,0.0,,,231.0,370.0,430.0,471.0,285.0,168.0,219.0,205.0,303.0,387.0,401.0,,,,388.08,492.01,438.07,371.39,385.73,273.06,220.99,237.95,190.02,311.43,472.44,410.0,607.64,539.69,572.34,628.22,578.08,354.56,204.5
440.0,17828930.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,2.0,133.0,302.0,211.0,154.0,72.0,87.0,85.0,263.0,328.0,222.0,,,159.58,312.02,432.39,404.26,295.33,251.87,153.91,95.84,81.08,71.08,212.97,457.55,382.49,409.64,342.35,304.19,343.89,239.84,132.32,114.93
441.0,17826141.0,3.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,316.0,324.0,397.0,293.0,186.0,129.0,133.0,128.0,228.0,251.0,358.0,89.0,,,277.38,346.91,441.73,393.61,353.6,215.46,191.63,159.69,135.03,236.28,366.31,232.43,45.65,114.15,120.22,105.21,122.41,109.35,63.31
442.0,17847636.0,5.0,4.0,5.0,8.0,2.0,1.0,3.0,1.0,1.0,1,2,1.0,,,,,,,,,,,,,2265.0,638.0,,,,,,,,,,,,380.46,918.69,963.84,1023.17,952.74,1020.48,1071.43,1056.58,928.2,645.43
443.0,17837151.0,4.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,207.0,245.0,291.0,279.0,242.0,149.0,145.0,110.0,241.0,340.0,363.0,285.0,,,120.26,385.21,382.95,369.05,334.11,255.8,189.85,160.97,184.58,234.06,408.81,460.86,530.93,623.18,625.85,624.95,571.54,444.26,248.5
444.0,17810374.0,3.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,150.0,138.0,181.0,161.0,126.0,91.0,97.0,132.0,197.0,179.0,193.0,148.0,,,54.34,213.98,202.09,148.44,101.05,98.87,92.65,81.91,80.88,100.37,90.9,77.52,49.45,68.39,58.97,55.21,64.16,57.57,144.08
445.0,17787978.0,3.0,2.0,2.0,12.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,239.0,298.0,311.0,260.0,165.0,86.0,112.0,87.0,192.0,269.0,282.0,,,34.66,217.88,248.42,232.9,205.94,241.91,175.34,103.19,104.09,83.06,152.73,273.31,267.84,415.2,372.3,263.23,268.01,214.88,171.93,95.76
446.0,17800358.0,2.0,2.0,3.0,9.0,1.0,0.0,0.0,,0.0,1,0,0.0,,,141.0,163.0,202.0,171.0,128.0,69.0,18.0,26.0,95.0,113.0,81.0,14.0,,,107.55,101.05,85.28,66.13,83.15,89.93,35.91,19.47,60.21,85.94,80.4,98.81,88.22,87.53,102.78,79.25,112.5,66.9,26.16
447.0,17798066.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,181.0,203.0,188.0,198.0,109.0,85.0,79.0,79.0,175.0,201.0,135.0,,,62.65,195.75,194.15,218.31,209.58,176.57,138.24,96.43,74.65,86.16,197.32,228.95,267.18,262.45,266.97,245.83,251.44,244.84,197.86,148.29
448.0,17838410.0,2.0,3.0,2.0,11.0,1.0,0.0,2.0,1.0,1.0,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,285.0,324.0,,,,458.96,456.28,350.24,299.79,248.38,150.84,174.92,168.9,267.7,573.13,616.0,743.61,788.66,811.34,807.87,551.65,266.75,233.22
449.0,17816890.0,2.0,2.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,223.0,236.0,210.0,226.0,194.0,123.0,96.0,111.0,224.0,189.0,,,63.35,226.17,285.74,255.43,258.78,245.86,199.46,188.32,164.67,107.05,56.44,289.66,104.62,35.24,304.65,363.96,280.46,269.64,256.23,174.3,190.95
450.0,17850477.0,2.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,,,,,,565.0,,,,,183.13,320.36,344.38,213.26,206.66,270.7,153.76,267.02,331.13,324.03,365.78,400.81,298.53,329.01,273.6,165.21,167.12
451.0,17799793.0,,,,,1.0,,,,,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
452.0,17808404.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,59.0,59.0,62.0,61.0,49.0,34.0,30.0,29.0,51.0,64.0,25.0,,,,105.04,61.99,65.37,63.53,59.93,54.18,38.53,33.62,36.67,60.59,64.94,66.1,65.74,62.54,72.18,71.74,71.33,63.76,47.8
453.0,17791092.0,2.0,3.0,33.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,310.0,298.0,321.0,277.0,178.0,137.0,154.0,144.0,177.0,343.0,280.0,166.0,,,72.42,280.76,287.57,229.9,220.35,154.26,154.22,44.41,89.37,73.33,320.14,344.36,446.15,419.62,389.81,363.08,272.24,175.31,200.22
454.0,17793440.0,2.0,4.0,3.0,14.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,286.0,408.0,579.0,356.0,157.0,102.0,104.0,108.0,176.0,305.0,367.0,112.0,,,211.85,313.9,235.84,329.16,199.0,192.37,137.42,101.13,120.96,163.89,448.23,342.71,537.06,623.44,505.53,516.83,337.39,191.94,116.2
455.0,17819185.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,54.0,296.0,280.0,273.0,182.0,163.0,154.0,150.0,224.0,250.0,202.0,,,,352.06,286.7,266.05,267.65,220.22,217.46,189.26,143.3,171.01,218.6,227.34,209.36,210.5,225.52,234.9,213.04,216.04,184.47,162.12
456.0,17834371.0,,3.0,3.0,12.0,1.0,,0.0,,,1,,,,,18.0,18.0,62.0,156.0,145.0,121.0,111.0,116.0,150.0,164.0,90.0,111.0,,,,94.57,116.21,109.72,102.16,2.9,2.71,2.77,2.24,2.57,16.45,60.51,44.24,2.73,32.59,416.93,555.21,488.11,336.06
457.0,17794985.0,2.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,279.0,112.0,345.0,313.0,267.0,163.0,143.0,134.0,234.0,312.0,206.0,284.0,,,68.84,224.26,288.12,293.94,287.31,240.91,159.69,128.58,159.45,243.66,265.23,264.95,252.13,123.59,246.21,239.92,199.41,198.09,143.74
458.0,17806111.0,2.0,3.0,2.0,11.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,353.0,327.0,373.0,327.0,289.0,244.0,208.0,248.0,282.0,319.0,244.0,100.0,,,421.88,394.89,368.95,339.61,351.05,305.18,310.51,329.53,272.3,309.65,395.26,403.29,481.67,464.99,397.1,466.94,415.46,337.3,320.07
459.0,17831362.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,242.0,275.0,313.0,297.0,191.0,161.0,203.0,184.0,210.0,249.0,322.0,135.0,,,116.26,306.15,833.42,278.31,244.56,196.9,155.57,152.53,144.31,128.06,90.68,144.26,133.4,141.58,112.79,104.73,108.73,113.58,113.77
460.0,17792476.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,90.0,208.0,304.0,178.0,209.0,128.0,114.0,24.0,2.0,0.0,,,,96.74,317.48,328.55,749.79,298.25,297.54,200.34,165.76,222.23,58.06,104.4,130.16,93.45,,168.12,173.73,313.55,103.7,,
461.0,17821204.0,2.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,399.0,342.0,352.0,405.0,194.0,141.0,133.0,133.0,205.0,392.0,380.0,0.0,,,314.79,396.74,392.03,332.43,304.59,183.36,167.37,153.8,154.41,221.2,520.73,417.06,482.22,463.64,387.29,417.71,337.93,228.5,174.35
462.0,17842508.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,335.0,464.0,348.0,333.0,351.0,125.0,,,195.2,318.44,372.77,413.47,333.89,251.23,294.71,678.25,774.34,1020.38,286.33,293.84,342.13,339.2,347.12,327.81,294.13,264.76,181.07
463.0,17816706.0,2.0,4.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,223.0,221.0,171.0,215.0,17.0,9.0,11.0,13.0,45.0,149.0,,,66.27,302.1,259.62,385.61,404.03,317.26,237.82,154.04,65.39,43.83,63.81,182.26,406.5,407.25,543.96,467.49,500.12,561.66,366.06,208.58,106.67
464.0,17824798.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,125.0,213.0,246.0,222.0,0.0,195.0,2.0,216.0,266.0,325.0,437.0,96.0,,,343.05,316.2,311.83,300.13,319.49,44.37,49.25,42.59,51.82,69.23,70.55,77.96,82.95,71.08,83.31,96.15,80.64,65.89,50.61
465.0,17826811.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,270.0,251.0,2.0,8.0,90.0,82.0,72.0,95.0,129.0,98.0,69.0,,,,217.24,139.98,128.94,135.83,110.33,166.87,87.62,92.74,106.92,132.91,109.03,198.79,173.89,154.76,166.72,182.72,133.44,137.99,111.57
466.0,17830805.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,603.0,847.0,624.0,628.0,199.0,205.0,179.0,164.0,259.0,314.0,196.0,,,66.32,100.32,50.09,90.82,81.7,80.18,46.7,31.98,35.53,32.93,100.09,167.06,175.13,188.72,157.19,141.44,131.62,132.6,131.83,80.84
467.0,17823151.0,2.0,4.0,4.0,9.0,1.0,0.0,1.0,1.0,0.0,1,1,0.0,,,598.0,545.0,576.0,505.0,401.0,293.0,277.0,295.0,361.0,413.0,523.0,183.0,,,223.67,532.5,481.05,495.55,403.58,340.69,333.17,281.94,268.9,367.93,548.32,460.3,575.59,658.66,582.2,628.43,503.02,426.38,307.32
468.0,17810675.0,2.0,3.0,3.0,,1.0,0.0,,,,1,,0.0,,,0.0,6.0,0.0,11.0,74.0,56.0,58.0,55.0,85.0,108.0,28.0,,,82.45,137.73,129.47,139.05,161.06,119.85,272.21,166.55,122.3,,0.37,138.02,64.78,18.09,23.33,21.2,43.05,72.93,65.17,89.3
469.0,17790817.0,1.0,2.0,4.0,,1.0,,,,,1,,0.0,,,101.0,81.0,132.0,85.0,81.0,61.0,66.0,55.0,101.0,57.0,,,,193.49,111.74,107.37,119.39,95.45,92.49,86.86,68.3,50.65,8.12,,,,,,,,5.17,0.39,120.22
470.0,17805363.0,3.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,,0,0.0,,,555.0,598.0,660.0,568.0,381.0,186.0,189.0,157.0,577.0,735.0,782.0,340.0,,,406.02,856.31,842.93,694.23,645.16,348.71,225.05,138.88,218.75,409.4,624.63,620.5,717.6,901.22,736.19,229.53,230.94,162.59,110.23
471.0,17845235.0,2.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.04,32.02,233.51,198.44,204.04,169.78,165.4,173.42,208.96,120.21,317.45,311.79,224.44,330.42,317.6,314.75,293.08,179.44
472.0,17848583.0,1.0,3.0,3.0,,1.0,0.0,,,,1,,0.0,,,,,,,,,,,,,0.0,0.0,,,,19.03,247.53,271.61,53.79,45.59,34.3,35.1,26.48,57.48,58.86,60.87,71.27,53.31,48.63,45.08,42.93,36.21,28.6
473.0,17811711.0,3.0,3.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,,,645.0,661.0,581.0,497.0,368.0,182.0,184.0,152.0,316.0,412.0,492.0,354.0,,,,141.2,1183.55,544.08,453.71,315.7,209.37,144.18,164.3,294.79,401.31,414.79,532.15,497.94,450.88,492.71,400.34,294.09,227.1
474.0,17841213.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.46,112.87,100.44,92.04,50.03,38.42,34.26,30.65,33.04,41.48,44.5,44.22,44.58,44.83,244.15,427.66,333.56,235.87,158.46
475.0,17826205.0,3.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,,,0.0,0.0,0.0,1.0,0.0,6.0,64.0,65.0,223.0,158.0,,,184.79,254.37,313.54,421.46,454.2,325.69,270.22,163.06,110.74,110.26,121.15,232.36,349.48,419.22,663.52,782.88,745.49,754.78,484.81,198.26,113.5
476.0,17810730.0,3.0,2.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,409.0,429.0,351.0,409.0,277.0,143.0,322.0,172.0,369.0,481.0,250.0,,,802.27,988.97,799.08,761.68,646.62,531.55,450.18,417.83,424.83,326.31,518.91,725.23,614.0,750.11,650.58,684.42,796.45,621.94,506.28,384.68
477.0,17807336.0,4.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,256.0,276.0,253.0,299.0,219.0,152.0,145.0,276.0,305.0,320.0,159.0,,,57.95,289.63,275.7,375.71,336.74,297.46,225.12,207.96,269.14,214.67,227.77,258.2,315.55,169.62,163.37,273.13,226.32,241.82,189.73,171.27
478.0,17789103.0,4.0,3.0,3.0,9.0,1.0,1.0,2.0,2.0,1.0,1,1,1.0,,,1422.0,1545.0,1491.0,1350.0,598.0,532.0,541.0,620.0,817.0,1184.0,617.0,,,,2177.47,1381.43,1211.45,1271.78,1204.78,653.58,468.42,449.35,421.16,503.2,989.1,966.04,1275.85,1324.3,1175.55,1253.55,851.01,604.9,420.77
479.0,17821007.0,3.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,1,0,1.0,,,389.0,453.0,415.0,402.0,457.0,350.0,491.0,463.0,363.0,376.0,254.0,,,,200.0,737.87,482.16,351.05,316.87,380.37,355.85,445.86,344.25,317.93,449.93,397.63,487.38,472.96,418.74,415.54,363.31,366.28,328.91
480.0,17804651.0,4.0,4.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,,,442.0,558.0,431.0,535.0,404.0,202.0,170.0,223.0,0.0,,,,664.19,668.57,686.27,700.36,732.13,674.08,587.06,402.73,376.93,346.33,341.03,495.89,547.79,587.73,649.87,660.64,657.54,697.38,684.49,520.09,340.48
481.0,17789711.0,2.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,,293.0,338.0,285.0,211.0,192.0,118.0,123.0,116.0,226.0,221.0,87.0,,,,134.24,556.14,325.24,296.2,300.94,150.37,109.66,109.56,112.83,175.71,192.78,272.21,285.96,280.35,280.8,306.58,250.23,178.15,119.53
